State,District,Latitude,Longitude,District code,Population,Households_with_Internet,Sex Ratio,literacy_rate
Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,456,1379131,1182,981.8546040331724,62.66221265420037
Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442,460,1066063,1733,974.1139696419214,56.67526215617651
Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885,436,1512681,1382,938.0425869932866,59.14082347831433
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,418,687861,273,901.3029874179068,47.687686901859536
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,423,1726050,1852,876.5594507471774,52.19118797253846
Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,462,1127033,837,956.9534928947478,53.306779836970165
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,424,1445166,1090,900.6464085854634,51.75460812114318
Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,435,1986864,7501,955.0187003893577,62.45973554304673
Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,431,644758,839,949.829741679116,55.318739744214106
Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,443,1458875,1926,895.7064223044617,59.1495501670808
Maharashtra,Akola,20.746310479041902,77.12122320359276,501,1813906,6163,945.553846582877,77.80342531531403
Maharashtra,Amravati,21.16520991810736,77.67583503184723,503,2888445,9438,950.639803129187,77.96149831483721
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,235,2540073,2362,926.218108356513,57.71495543632014
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,515,3701282,23258,923.2744201127687,67.64783121091557
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,506,1200334,2932,982.3193288413264,74.9674673882436
Maharashtra,Bid,18.952353340080982,75.69319706477731,523,2585049,5614,916.1200083610925,66.4787011774245
Maharashtra,Buldana,20.56680611183355,76.39017880364096,500,2586258,4767,933.5641017973026,72.68702503771858
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,509,2204307,8239,961.4168996488805,71.61502458595831
Maharashtra,Dhule,21.274018690400517,74.58719071837263,498,2050862,6065,945.7321463979712,63.09132452597981
Maharashtra,Gondiya,21.225008411214997,80.17522698598128,507,1322507,2866,999.0915329663187,75.93479656440381
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512,1177345,1221,941.8714353102621,67.16323592489883
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499,4229917,14297,924.9951646631306,68.36734621506758
Maharashtra,Jalna,19.984612534818933,75.98473607242339,514,1959046,3791,936.8248089667248,61.02577479038267
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530,3876001,22269,956.9259306755634,72.90619894060914
Maharashtra,Latur,18.348687268993856,76.75812607802874,524,2454196,6217,927.6717407355043,67.25917571375717
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505,4653570,57964,951.2028427970944,78.94601349071789
Maharashtra,Nanded,19.209316983017,77.6829048951049,511,3361292,7548,942.8591246044247,65.13641183211693
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497,1648295,2579,978.3417549839769,54.99676938897466
Maharashtra,Nashik,20.266912871287143,74.03824168316828,516,6107187,45039,934.3766886081467,71.15167752354725
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,525,1657576,3209,923.9798731334189,68.64300641418554
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,1836086,3982,947.3373847932377,63.058810970727954
Maharashtra,Pune,18.51696171428573,74.12922881632647,521,9429408,235018,914.9486048733729,76.05698045943076
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,403,1493984,3342,991.240580158288,63.6980717330306
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,520,2634200,38570,959.4672498502988,73.64642016551515
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528,1615069,7752,1121.9608971503874,74.26258568519364
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,2822143,13212,965.6529649070019,72.62094798172878
Maharashtra,Satara,17.6737908974359,74.18052064102558,527,3003741,14093,988.1238408781329,74.09740054152472
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,849651,3517,1035.9114565861234,78.39301077736623
Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,4317756,15145,938.080267450441,67.41177593175715
Maharashtra,Thane,19.698767747440264,72.79882742564581,517,11060148,256170,885.7631560910188,74.38563209099914
Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,1300774,4313,946.1448117477203,78.37318396585418
Maharashtra,Washim,20.282282394366213,77.25502394366208,502,1197160,1875,929.9631469832436,72.66505730228207
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,2772348,6094,952.4058691587469,72.9552711275785
Manipur,Bishnupur,24.50712111801243,93.8246236024845,275,237399,676,998.6109006415114,65.85242566312411
Manipur,Chandel,24.2635812987013,94.09443844155844,280,144182,184,933.2788050255434,62.630564148090606
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,274143,837,974.8091053162369,71.4718230996232
Manipur,Senapati,25.08465586034914,94.03366234413956,272,479148,256,937.3370046457467,55.19735029677678
Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,140651,125,943.4718326401459,60.43753688206981
Manipur,Thoubal,24.545392553191498,93.97959893617023,276,422168,880,1002.2670682254737,63.79071838699285
Manipur,Ukhrul,25.05900314960629,94.44129566929138,279,183998,276,942.5874701746236,70.56000608702269
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,317917,288,971.9084745972968,60.439359958731366
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,298,825922,5032,1010.770567913738,69.98602773627533
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299,395124,510,1013.0116921822861,47.46029094663954
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,295,142334,179,945.2507858411917,57.654530892126964
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,293,643291,1630,984.4921782211816,55.76045677617129
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,296,383461,149,979.5111374958057,60.15683472373984
Mizoram,Aizawl,23.90781335453101,92.85359459459472,283,400309,4019,1008.8774025191951,85.08302336445097
Mizoram,Champhai,23.54166580976866,93.24221799485862,284,125745,186,983.7350918154856,80.16382361127678
Mizoram,Kolasib,24.2020004347826,92.73470391304348,282,83955,367,956.1722354256955,78.48847596926926
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,287,117894,162,945.477648146009,53.31993146385736
Mizoram,Lunglei,23.007717036172675,92.63512555425892,286,161428,482,947.4731876802065,75.03159303218773
Mizoram,Mamit,23.73852942502819,92.4330803833147,281,86364,90,926.5637547961095,69.69454865453199
Mizoram,Saiha,22.35744801061008,93.02827931034489,288,56574,168,978.5269636986781,74.650899706579
Mizoram,Serchhip,23.263864705882344,92.914158496732,285,64937,131,976.713037654866,83.89054006190617
Nagaland,Dimapur,25.814176811594223,93.75074057971014,265,378811,3303,919.0603564444715,73.39728782955089
Nagaland,Kohima,25.60311428571428,93.78600657596373,270,267988,1928,928.4429284861045,73.69322506977925
Nagaland,Mokokchung,26.478911764705888,94.522426006192,262,194622,537,925.1968503937009,81.95065306080505
Nagaland,Mon,26.69207374301676,95.03072988826828,261,250260,178,899.4633898279357,47.80068728522337
Nagaland,Phek,25.63272986577182,94.56814563758392,266,163418,170,951.4228054882199,64.79885936677722
Nagaland,Tuensang,26.21104453280316,94.85809880715708,267,196596,155,928.6786418529819,59.77283362835459
Nagaland,Wokha,26.202611551155112,94.1990815181518,264,166343,198,968.4397372936513,77.07447863751405
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,263,140757,261,976.4522515691478,73.09121393607423
Orissa,Baleshwar,21.48570932311624,87.08085828011933,377,2320529,7370,956.9526398923247,69.8647592854905
Orissa,Bhadrak,20.95262735257214,86.81496204516931,378,1506337,2637,981.3445400257806,72.635804604149
Orissa,Cuttack,20.407640646029623,85.7776810228802,381,2624470,15046,940.0854549217895,76.64286503560719
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,383,1192811,1810,947.1508815804294,69.57598479557952
Orissa,Gajapati,19.121080882352945,84.14015091911759,389,577817,635,1042.6078718334852,45.436011747664054
Orissa,Ganjam,19.2632617564534,84.80297710437702,388,3529031,9049,983.4730763740025,62.62483950976912
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,371,579505,2498,953.2340153021672,70.03891252016807
Orissa,Kalahandi,19.784253092783523,83.1124043814433,395,1576869,1953,1003.3883834476134,50.86256372596583
Orissa,Kandhamal,20.092878624813142,84.02216352765326,390,733110,768,1036.7278334189946,54.53288046814257
Orissa,Kendrapara,20.606319815982264,86.83763247572003,379,1440361,1628,1006.5936301047346,75.62444414976524
Orissa,Khordha,20.054162322274863,85.52234834123229,386,2251673,35701,929.2276742147666,77.7171463174271
Orissa,Koraput,18.82627794779476,82.81278469846964,398,1379647,3988,1032.4524277079415,41.17647485190052
Orissa,Malkangiri,18.25227930367506,81.98293636363628,399,613192,448,1019.5768450451874,39.906913332202635
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,376,2519738,2950,1005.8206689470654,54.34680113567363
Orissa,Nayagarh,20.192895622119817,85.05614700460825,385,962789,1163,915.4795915931211,71.49666230087797
Orissa,Nuapada,20.471309512195116,82.59152536585364,394,610382,757,1021.3867970141939,49.048464731921975
Orissa,Puri,19.83509174603177,85.86698989898981,387,1698730,3416,962.987358154799,76.05322799974098
Orissa,Rayagada,19.292840020060204,83.45860120361095,396,967911,1553,1050.8326976862445,42.125257384201646
Orissa,Sambalpur,21.515752380952385,84.34958483245157,372,1041099,5231,975.9811113409771,67.59117048426711
Orissa,Sundargarh,22.06354819277107,84.50524819277099,374,2093437,12787,972.8058412265219,64.12048702683673
Puducherry,Karaikal,10.876161726078813,79.82369793621002,637,200222,1868,1047.071332903925,77.3721169501853
Puducherry,Mahe,12.006420793787758,75.28275021570326,636,41816,574,1184.4016089432168,87.21541993495313
Puducherry,Yanam,16.707695652173904,82.26187304347832,634,55626,207,1037.5077835976706,70.60367454068242
Punjab,Amritsar,31.548679820627772,74.79883856502238,49,2490656,29961,889.1390222146711,67.6436248120977
Punjab,Bathinda,30.190524611973352,75.05685898004438,46,1388525,11284,868.313515797292,60.84643776669487
Punjab,Faridkot,30.591187250996025,74.79751553784862,45,617508,4348,890.3055367632878,61.745758759400694
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,40,600163,5138,870.8614535762714,70.98621541147988
Punjab,Firozpur,30.63407535211269,74.40245732394365,43,2029074,10042,893.434063960091,60.49611793359927
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,35,2298323,14428,895.3412330521509,71.12659969899792
Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,38,1586625,13747,961.0793800684006,75.61326715512487
Punjab,Jalandhar,31.250336907216507,75.54400350515463,37,2193590,39082,915.4461492249027,73.96719532820627
Punjab,Kapurthala,31.336592638036837,75.47641165644177,36,815168,9732,912.1439512468596,70.72983728507498
Punjab,Ludhiana,30.76596397379912,75.83110851528383,41,3498739,58589,873.1711260638093,73.17564985556224
Punjab,Mansa,29.919547714285724,75.4304922857143,47,769751,2673,883.2658074239355,55.025586196055606
Punjab,Moga,30.756540067340065,75.1600845117845,42,995746,7897,893.3411925768178,63.057145095235136
Punjab,Muktsar,30.31243303303303,74.5518747747748,44,901896,4571,896.2453376841273,58.19384940170485
Punjab,Patiala,30.214540380693364,76.27505893949697,48,1895686,24274,890.9171070560049,66.82493830729351
Punjab,Rupnagar,30.910937330754347,76.53743500967126,51,684627,6600,915.1209141642307,73.43137211941685
Punjab,Sangrur,30.185045204336895,75.89437014178496,53,1655169,10736,885.0960503582455,60.54227695177955
Rajasthan,Ajmer,26.199300378787903,74.6990419191919,119,2583052,13499,950.8203778458331,59.10345591184382
Rajasthan,Alwar,27.55271738035265,76.65359630562563,104,3674179,9750,894.8580369732019,59.40037216477477
Rajasthan,Banswara,23.453642032967014,74.44246868131869,125,1797485,2324,980.1455019752048,46.13907765572453
Rajasthan,Baran,24.98023243243244,76.86210651828291,128,1222755,1363,928.8029718666446,56.70040196114512
Rajasthan,Barmer,25.77070908045978,71.50297126436782,115,2603751,2766,901.905886099712,45.63884949060029
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,105,2548462,4179,879.7765920252323,58.108341423179944
Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,122,2408523,6207,973.0089061025479,52.15337366510513
Rajasthan,Bikaner,28.12489068322981,73.26943322981371,101,2363937,7607,905.170128006022,54.09623860534354
Rajasthan,Bundi,25.48580716049379,75.79984074074079,121,1110906,1392,924.7799570309793,52.66368171564471
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,126,1544338,4941,971.903964779084,53.215358295917085
Rajasthan,Churu,28.29330375536484,74.65846427038629,102,2039547,2577,939.7543953755114,56.34922852966859
Rajasthan,Dausa,26.91234817629181,76.57342097264443,109,1634409,1719,905.378607976106,57.39389589753849
Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,106,1206516,1330,845.821980365549,56.617400846735556
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,124,1388552,1477,993.5221928066478,49.086458411352254
Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,99,1969168,6295,887.3694097801292,60.6013808877658
Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,100,1774692,3360,905.8446021409302,58.271294399253506
Rajasthan,Jaipur,27.033459290187885,75.77117286012533,110,6626178,76565,910.3833436115308,64.90868491610095
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,114,669919,754,852.0989306291262,46.07318198170226
Rajasthan,Jalor,25.07578093797277,72.18647261724662,116,1828730,1585,952.4488754412076,45.36383173021715
Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,129,1411129,1750,946.0009956656825,52.42554011716859
Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,103,2137045,4828,950.0436172775519,64.12405915645202
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,113,3687165,19335,916.4776436540245,55.09739867893083
Rajasthan,Karauli,26.51901555555556,76.96081818181815,107,1458248,1059,860.8670574078116,55.26145072717398
Rajasthan,Kota,25.175718080000014,76.18618928000001,127,1951014,12843,910.5841292411285,66.5471903328218
Rajasthan,Nagaur,27.07862016048146,74.14215667001012,112,3307743,4449,949.9465019969641,53.16688751211929
Rajasthan,Pali,25.80490393541874,73.55285640766907,118,2037573,4043,987.0580112383,53.28363695435697
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,123,1156597,1989,989.5396661844466,53.53109164211908
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,108,1335551,1887,897.005955703655,55.53872521528568
Rajasthan,Sikar,27.64644058641976,75.29317422839503,111,2677333,5647,947.1654339304287,61.7075649536311
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,117,1036346,2146,939.8836832755868,46.008379440843115
Rajasthan,Tonk,26.153935071707927,75.79192216427637,120,1421326,1908,952.0062186184999,52.743635168849366
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,130,3068420,14211,958.3980352322982,51.57797824287418
Sikkim,East,27.29600352941175,88.74908392156858,93,1709346,80037,883.5768595041322,79.15296259505097
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,616,754894,1749,1014.6462665097424,63.66509735141622
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,603,4646732,217368,989.3160673401135,81.267350903818
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,632,3458045,63273,999.682529952923,76.22535276435094
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,617,2605914,15396,986.6737516362391,69.66005017817164
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,630,1506843,3651,946.0637502373102,60.902761601573616
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,2159775,9155,998.0563177536546,68.61057286059891
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,610,2251744,18604,992.9266073559036,66.28915187516876
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604,3998252,100322,986.2570406337339,75.36748559120335
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,629,1870374,15673,1019.090079829869,82.8036531731087
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,613,1064493,4915,1015.3828968692728,68.29955669036809
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623,3038252,34097,990.3712802371477,74.82690705050142
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618,1616450,5585,1025.3042435602354,75.0414797859507
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,1726601,8960,986.2426375851279,68.11828557958671
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,565223,1507,1003.2216106635667,66.49110174214425
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,1618345,4494,1014.9018660637361,68.62226533897284
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,1353445,5172,982.610619080125,72.32994321897085
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608,3482056,20660,954.4862371468777,65.63828956225862
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622,1339101,5773,1002.6275961906586,71.67077016595462
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,2405890,13495,1034.7238197047402,74.44222304427883
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,1245899,4667,991.2623485055532,69.83551636208072
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,3728104,75634,987.1965851874832,74.88313094269903
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,1264277,4416,1017.378525051341,74.86262899665184
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,2464875,6445,994.4145469374677,65.9998174349612
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,3936331,20623,1006.6040063455555,70.46988680575896
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,1942288,10219,1007.0992416108562,72.01753807880192
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,378230,273,944.1874331770705,73.0288448827433
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,693947,997,966.6354928300176,74.99160598720074
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,876001,948,957.3516793879484,73.83667370242728
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,1725739,6394,962.3425681238259,78.88527755355823
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,146,4418797,27183,868.4502398144909,60.66153299189803
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,143,3673889,13634,882.1191231949246,56.957817723943215
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,5954391,24122,901.2637113334251,61.56342437035123
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,2397888,2509,977.7863923920125,62.010360784156724
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,162,1379545,2404,864.1492351764769,67.47413096346983
Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,191,4613913,6652,1019.2144083774033,60.077357332051996
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,139,1303048,2989,861.3110117559672,61.23872643218055
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,180,3487731,2681,891.5132405292306,40.09391779354543
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,3239774,4672,936.6191205462126,60.608857284489595
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,2148665,1551,927.5361278741497,40.413791819571685
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,1799410,1655,862.9824118209791,55.73699156945888
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,3260699,3159,910.1110497324953,51.90476029832867
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,4448359,15164,886.7646591012718,49.271180675840235
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,2464464,3423,963.2908246180908,56.55521849781535
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,3682713,7303,916.8666703101943,57.984236078130444
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,3499171,7865,896.3024180874239,58.0610664640282
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,1952756,3492,918.4069240253266,60.15119144429719
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,991730,827,879.2695382598001,53.55005898782935
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,190,3100946,4469,1016.959405139466,60.47312658782191
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,1774480,2635,873.1203930166498,59.4654208556873
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,1581810,2964,870.0700828509817,67.13846795759288
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,2470996,4746,961.687101271169,58.71725409510983
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,1885204,2624,873.5132771505804,57.96067693469779
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,2632733,3385,901.2718798430299,57.437119525603244
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,2498156,5834,875.4277254689403,60.91717250644075
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,141,1648115,53181,851.369445998378,68.13523328165813
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,4681645,78116,881.0595644386085,66.71296093573946
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,3620268,5309,951.5480506178995,60.70127957377741
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,3433919,4313,921.454094964821,48.92351858037421
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,4440895,14597,949.6618852503999,60.805941144746726
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,28,454768,2521,1095.0292532362832,78.74146817718045
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,168,1104285,1196,860.5158566357278,59.16036168199332
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,4092845,3845,867.6492464778898,54.28011566526463
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,1689974,2217,865.1240712863595,63.622043889432625
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,4494204,8002,1023.9922718889962,60.782220833767234
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,1998603,8517,890.0463006744617,65.27124196251081
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,137,1840221,2825,910.0346774972002,53.42347468048675
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,1656616,2488,878.7265700132459,61.3954591770211
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,1796184,2682,864.7024931093013,65.15162143744739
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,1599596,1503,907.7216646690161,50.851840089622634
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,3564544,3486,960.6359543578164,54.84067527291009
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,1221592,1079,905.727046805749,52.48814661523651
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,4589838,68506,916.8444369457034,68.13443088841044
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,875958,1316,878.2952152638102,55.72253464207188
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,1868529,2642,880.986775413564,64.42955929503904
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,2547184,8726,863.1683276949803,59.19266138606398
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,2205968,2656,978.9631195226737,61.788928941852284
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,3443689,23717,886.1849668874535,62.18587102377712
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,2496970,4447,902.7403753099516,57.216666599919094
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,4772006,11690,906.3729183528511,47.44017505426439
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,4143512,10077,889.0525085322831,58.34034027173084
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,2031007,2870,894.5925474019638,52.24477315932441
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,867848,716,982.5468767133302,46.26559028770015
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,3209141,5149,998.1140475130519,60.18928429757371
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,3405559,5184,943.2110614182142,57.72453215463306
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,2335819,3847,908.5219329530701,44.68094488485623
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132,3466382,9699,889.9572870924582,59.92149739988264
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,1715183,2031,972.2545466253323,55.67621647369406
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,3006538,3889,871.5963553354917,49.589594410581206
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,4483992,3874,887.7867891737508,50.93080005495103
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,1862559,5149,917.5070829695761,52.92224300008751
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,3797117,5956,983.2574770733726,58.9895439092343
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,3108367,3476,906.8718418096703,57.05838467594078
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,197,3676841,19214,913.1709591296334,65.37957447711229
Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,622506,1830,1138.6005957104724,70.11932415109253
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,259898,435,1090.4557373357143,69.0590154599112
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,391605,899,1018.6761241500894,71.6425990475096
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,259648,548,980.1563393708293,68.44882302193739
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62,483439,1344,1020.1708273089685,71.47747699296086
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,618931,1366,1077.047243830247,65.91914122898999
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,1648902,7883,920.0449939041644,62.94121785284996
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,330086,602,957.8402937181563,65.17271256581618
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,3596674,4273,956.7399943963724,62.08491511880143
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,7717563,32323,945.4950718308478,67.99047834141425
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,3502404,5210,955.6451432783151,61.62758493880204
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,1676276,2518,955.5272462987008,64.64836339600399
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,1846823,10943,970.4510706218879,71.23503443481049
West Bengal,Haora,22.401674174428507,87.99421176968654,341,4850029,30751,939.3762603371135,74.33369986035136
West Bengal,Hugli,22.87929264705881,88.00010264705891,338,5519145,31725,960.8616053204428,73.89528631699294
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,3872846,9322,952.9606709617037,64.5205102397565
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,4496694,136618,907.9934113102446,79.79500050481532
West Bengal,Maldah,25.08026802575105,88.17191684549356,332,3988845,5357,944.3164918468605,52.30667022659442
